,CSV,N_Fold,N_Feat,Validation,Model,N_Class,Acc_Test,SD_Test
315,EEG_Q39S69N100,10,6,80:20,MLR,3,0.3333333333333333,0.31426968052735443
316,EEG_Q39S69N100,10,6,80:20,SVM,2,0.5333333333333333,0.2810913475705226
317,EEG_Q39S69N100,10,6,80:20,SVM,3,0.16666666666666666,0.23570226039551584
318,EEG_Q39S69N100,10,6,70:30,RFR,2,0.56,0.1577621275493231
319,EEG_Q39S69N100,10,6,70:30,RFR,3,0.38,0.14757295747452437
320,EEG_Q39S69N100,10,6,70:30,MLR,2,0.72,0.16865480854231357
321,EEG_Q39S69N100,10,6,70:30,MLR,3,0.46,0.13498971154211056
322,EEG_Q39S69N100,10,6,70:30,SVM,2,0.52,0.25298221281347033
323,EEG_Q39S69N100,10,6,70:30,SVM,3,0.26,0.18973665961010275
324,EEG_Q39S69N100,10,8,LOO,RFR,2,0.5294117647058824,0.5144957554275266
325,EEG_Q39S69N100,10,8,LOO,RFR,3,0.29411764705882354,0.4696682183138621
326,EEG_Q39S69N100,10,8,LOO,MLR,2,0.6470588235294118,0.492592183071889
327,EEG_Q39S69N100,10,8,LOO,MLR,3,0.35294117647058826,0.49259218307188896
328,EEG_Q39S69N100,10,8,LOO,SVM,2,0.5294117647058824,0.5144957554275266
329,EEG_Q39S69N100,10,8,LOO,SVM,3,0.29411764705882354,0.4696682183138621
330,EEG_Q39S69N100,10,8,80:20,RFR,2,0.6333333333333333,0.3314763086705844
331,EEG_Q39S69N100,10,8,80:20,RFR,3,0.39999999999999997,0.21081851067789195
332,EEG_Q39S69N100,10,8,80:20,MLR,2,0.6333333333333333,0.24595492912420727
333,EEG_Q39S69N100,10,8,80:20,MLR,3,0.3333333333333333,0.31426968052735443
334,EEG_Q39S69N100,10,8,80:20,SVM,2,0.5333333333333333,0.2810913475705226
335,EEG_Q39S69N100,10,8,80:20,SVM,3,0.19999999999999998,0.2810913475705226
336,EEG_Q39S69N100,10,8,70:30,RFR,2,0.54,0.16465452046971293
337,EEG_Q39S69N100,10,8,70:30,RFR,3,0.36,0.18378731669453627
338,EEG_Q39S69N100,10,8,70:30,MLR,2,0.72,0.16865480854231357
339,EEG_Q39S69N100,10,8,70:30,MLR,3,0.46,0.13498971154211056
340,EEG_Q39S69N100,10,8,70:30,SVM,2,0.52,0.25298221281347033
341,EEG_Q39S69N100,10,8,70:30,SVM,3,0.32,0.214993539954628
342,EEG_Q39S69N100,10,10,LOO,RFR,2,0.5882352941176471,0.5072996561958923
343,EEG_Q39S69N100,10,10,LOO,RFR,3,0.4117647058823529,0.5072996561958923
344,EEG_Q39S69N100,10,10,LOO,MLR,2,0.6470588235294118,0.492592183071889
345,EEG_Q39S69N100,10,10,LOO,MLR,3,0.35294117647058826,0.49259218307188896
346,EEG_Q39S69N100,10,10,LOO,SVM,2,0.5294117647058824,0.5144957554275266
347,EEG_Q39S69N100,10,10,LOO,SVM,3,0.23529411764705882,0.4372373160976031
348,EEG_Q39S69N100,10,10,80:20,RFR,2,0.7,0.29186501192363773
349,EEG_Q39S69N100,10,10,80:20,RFR,3,0.5,0.23570226039551584
350,EEG_Q39S69N100,10,10,80:20,MLR,2,0.6333333333333333,0.24595492912420727
351,EEG_Q39S69N100,10,10,80:20,MLR,3,0.3333333333333333,0.31426968052735443
352,EEG_Q39S69N100,10,10,80:20,SVM,2,0.5333333333333333,0.2810913475705226
353,EEG_Q39S69N100,10,10,80:20,SVM,3,0.13333333333333333,0.17213259316477408
354,EEG_Q39S69N100,10,10,70:30,RFR,2,0.58,0.19888578520235065
355,EEG_Q39S69N100,10,10,70:30,RFR,3,0.46,0.23190036174568116
356,EEG_Q39S69N100,10,10,70:30,MLR,2,0.7000000000000001,0.14142135623730953
357,EEG_Q39S69N100,10,10,70:30,MLR,3,0.44,0.12649110640673517
358,EEG_Q39S69N100,10,10,70:30,SVM,2,0.52,0.25298221281347033
359,EEG_Q39S69N100,10,10,70:30,SVM,3,0.24000000000000002,0.1837873166945363
360,EEG_Z39M69N100,5,2,LOO,RFR,2,0.5625,0.51234753829798
361,EEG_Z39M69N100,5,2,LOO,RFR,3,0.375,0.5
362,EEG_Z39M69N100,5,2,LOO,MLR,2,0.625,0.5
363,EEG_Z39M69N100,5,2,LOO,MLR,3,0.375,0.5
364,EEG_Z39M69N100,5,2,LOO,SVM,2,0.5,0.5163977794943222
365,EEG_Z39M69N100,5,2,LOO,SVM,3,0.3125,0.47871355387816905
366,EEG_Z39M69N100,5,2,80:20,RFR,2,0.6,0.27888667551135854
367,EEG_Z39M69N100,5,2,80:20,RFR,3,0.3333333333333333,0.23570226039551584
368,EEG_Z39M69N100,5,2,80:20,MLR,2,0.6,0.27888667551135854
369,EEG_Z39M69N100,5,2,80:20,MLR,3,0.26666666666666666,0.2788866755113585
370,EEG_Z39M69N100,5,2,80:20,SVM,2,0.6,0.36514837167011077
371,EEG_Z39M69N100,5,2,80:20,SVM,3,0.26666666666666666,0.2788866755113585
372,EEG_Z39M69N100,5,2,70:30,RFR,2,0.6,0.13693063937629152
373,EEG_Z39M69N100,5,2,70:30,RFR,3,0.35,0.2850438562747845
374,EEG_Z39M69N100,5,2,70:30,MLR,2,0.8,0.11180339887498948
375,EEG_Z39M69N100,5,2,70:30,MLR,3,0.55,0.2091650066335189
376,EEG_Z39M69N100,5,2,70:30,SVM,2,0.55,0.11180339887498948
377,EEG_Z39M69N100,5,2,70:30,SVM,3,0.35,0.2850438562747845
378,EEG_Z39M69N100,5,4,LOO,RFR,2,0.4375,0.51234753829798
379,EEG_Z39M69N100,5,4,LOO,RFR,3,0.3125,0.47871355387816905
380,EEG_Z39M69N100,5,4,LOO,MLR,2,0.625,0.5
381,EEG_Z39M69N100,5,4,LOO,MLR,3,0.375,0.5
382,EEG_Z39M69N100,5,4,LOO,SVM,2,0.4375,0.51234753829798
383,EEG_Z39M69N100,5,4,LOO,SVM,3,0.375,0.5
384,EEG_Z39M69N100,5,4,80:20,RFR,2,0.5333333333333333,0.29814239699997197
385,EEG_Z39M69N100,5,4,80:20,RFR,3,0.26666666666666666,0.2788866755113585
386,EEG_Z39M69N100,5,4,80:20,MLR,2,0.6,0.27888667551135854
387,EEG_Z39M69N100,5,4,80:20,MLR,3,0.26666666666666666,0.2788866755113585
388,EEG_Z39M69N100,5,4,80:20,SVM,2,0.5333333333333333,0.29814239699997197
389,EEG_Z39M69N100,5,4,80:20,SVM,3,0.3333333333333333,0.23570226039551584
390,EEG_Z39M69N100,5,4,70:30,RFR,2,0.35,0.2850438562747845
391,EEG_Z39M69N100,5,4,70:30,RFR,3,0.25,0.1767766952966369
392,EEG_Z39M69N100,5,4,70:30,MLR,2,0.8,0.11180339887498948
393,EEG_Z39M69N100,5,4,70:30,MLR,3,0.55,0.2091650066335189
394,EEG_Z39M69N100,5,4,70:30,SVM,2,0.55,0.27386127875258304
395,EEG_Z39M69N100,5,4,70:30,SVM,3,0.5,0.30618621784789724
396,EEG_Z39M69N100,5,6,LOO,RFR,2,0.375,0.5
397,EEG_Z39M69N100,5,6,LOO,RFR,3,0.25,0.4472135954999579
398,EEG_Z39M69N100,5,6,LOO,MLR,2,0.625,0.5
399,EEG_Z39M69N100,5,6,LOO,MLR,3,0.375,0.5
400,EEG_Z39M69N100,5,6,LOO,SVM,2,0.5,0.5163977794943222
401,EEG_Z39M69N100,5,6,LOO,SVM,3,0.4375,0.51234753829798
402,EEG_Z39M69N100,5,6,80:20,RFR,2,0.5333333333333333,0.29814239699997197
403,EEG_Z39M69N100,5,6,80:20,RFR,3,0.26666666666666666,0.2788866755113585
404,EEG_Z39M69N100,5,6,80:20,MLR,2,0.6,0.27888667551135854
405,EEG_Z39M69N100,5,6,80:20,MLR,3,0.26666666666666666,0.2788866755113585
406,EEG_Z39M69N100,5,6,80:20,SVM,2,0.4666666666666667,0.29814239699997197
407,EEG_Z39M69N100,5,6,80:20,SVM,3,0.26666666666666666,0.2788866755113585
408,EEG_Z39M69N100,5,6,70:30,RFR,2,0.5,0.25
409,EEG_Z39M69N100,5,6,70:30,RFR,3,0.35,0.13693063937629152
410,EEG_Z39M69N100,5,6,70:30,MLR,2,0.8,0.11180339887498948
411,EEG_Z39M69N100,5,6,70:30,MLR,3,0.55,0.2091650066335189
412,EEG_Z39M69N100,5,6,70:30,SVM,2,0.5,0.1767766952966369
413,EEG_Z39M69N100,5,6,70:30,SVM,3,0.45,0.2091650066335189
414,EEG_Z39M69N100,5,8,LOO,RFR,2,0.5625,0.51234753829798
415,EEG_Z39M69N100,5,8,LOO,RFR,3,0.375,0.5
416,EEG_Z39M69N100,5,8,LOO,MLR,2,0.625,0.5
417,EEG_Z39M69N100,5,8,LOO,MLR,3,0.375,0.5
418,EEG_Z39M69N100,5,8,LOO,SVM,2,0.375,0.5
419,EEG_Z39M69N100,5,8,LOO,SVM,3,0.25,0.4472135954999579
420,EEG_Z39M69N100,5,8,80:20,RFR,2,0.4666666666666666,0.18257418583505536
421,EEG_Z39M69N100,5,8,80:20,RFR,3,0.19999999999999998,0.18257418583505536
422,EEG_Z39M69N100,5,8,80:20,MLR,2,0.6,0.27888667551135854
423,EEG_Z39M69N100,5,8,80:20,MLR,3,0.26666666666666666,0.2788866755113585
424,EEG_Z39M69N100,5,8,80:20,SVM,2,0.3333333333333333,0.23570226039551584
425,EEG_Z39M69N100,5,8,80:20,SVM,3,0.19999999999999998,0.18257418583505536
426,EEG_Z39M69N100,5,8,70:30,RFR,2,0.65,0.2850438562747845
427,EEG_Z39M69N100,5,8,70:30,RFR,3,0.5,0.25
428,EEG_Z39M69N100,5,8,70:30,MLR,2,0.8,0.11180339887498948
429,EEG_Z39M69N100,5,8,70:30,MLR,3,0.55,0.2091650066335189
430,EEG_Z39M69N100,5,8,70:30,SVM,2,0.4,0.13693063937629152
431,EEG_Z39M69N100,5,8,70:30,SVM,3,0.3,0.2091650066335189
432,EEG_Z39M69N100,5,10,LOO,RFR,2,0.5625,0.51234753829798
433,EEG_Z39M69N100,5,10,LOO,RFR,3,0.375,0.5
434,EEG_Z39M69N100,5,10,LOO,MLR,2,0.5625,0.51234753829798
435,EEG_Z39M69N100,5,10,LOO,MLR,3,0.3125,0.47871355387816905
436,EEG_Z39M69N100,5,10,LOO,SVM,2,0.375,0.5
437,EEG_Z39M69N100,5,10,LOO,SVM,3,0.25,0.4472135954999579
438,EEG_Z39M69N100,5,10,80:20,RFR,2,0.4666666666666666,0.18257418583505536
439,EEG_Z39M69N100,5,10,80:20,RFR,3,0.13333333333333333,0.18257418583505536
440,EEG_Z39M69N100,5,10,80:20,MLR,2,0.6,0.27888667551135854
441,EEG_Z39M69N100,5,10,80:20,MLR,3,0.26666666666666666,0.2788866755113585
442,EEG_Z39M69N100,5,10,80:20,SVM,2,0.3333333333333333,0.0
443,EEG_Z39M69N100,5,10,80:20,SVM,3,0.19999999999999998,0.18257418583505536
444,EEG_Z39M69N100,5,10,70:30,RFR,2,0.65,0.2850438562747845
445,EEG_Z39M69N100,5,10,70:30,RFR,3,0.5,0.25
446,EEG_Z39M69N100,5,10,70:30,MLR,2,0.75,0.0
447,EEG_Z39M69N100,5,10,70:30,MLR,3,0.5,0.1767766952966369
448,EEG_Z39M69N100,5,10,70:30,SVM,2,0.45,0.2091650066335189
449,EEG_Z39M69N100,5,10,70:30,SVM,3,0.35,0.22360679774997896
450,EEG_Z39M69N100,10,2,LOO,RFR,2,0.5625,0.51234753829798
451,EEG_Z39M69N100,10,2,LOO,RFR,3,0.375,0.5
452,EEG_Z39M69N100,10,2,LOO,MLR,2,0.625,0.5
453,EEG_Z39M69N100,10,2,LOO,MLR,3,0.375,0.5
454,EEG_Z39M69N100,10,2,LOO,SVM,2,0.5,0.5163977794943222
455,EEG_Z39M69N100,10,2,LOO,SVM,3,0.3125,0.47871355387816905
456,EEG_Z39M69N100,10,2,80:20,RFR,2,0.6,0.2629368792488718
457,EEG_Z39M69N100,10,2,80:20,RFR,3,0.36666666666666664,0.24595492912420727
458,EEG_Z39M69N100,10,2,80:20,MLR,2,0.6333333333333333,0.2459549291242073
459,EEG_Z39M69N100,10,2,80:20,MLR,3,0.36666666666666664,0.24595492912420727
460,EEG_Z39M69N100,10,2,80:20,SVM,2,0.5,0.32394177193585
461,EEG_Z39M69N100,10,2,80:20,SVM,3,0.26666666666666666,0.2629368792488718
462,EEG_Z39M69N100,10,2,70:30,RFR,2,0.675,0.20581815058714115
463,EEG_Z39M69N100,10,2,70:30,RFR,3,0.425,0.26483747636784505
464,EEG_Z39M69N100,10,2,70:30,MLR,2,0.75,0.11785113019775792
465,EEG_Z39M69N100,10,2,70:30,MLR,3,0.475,0.18446619684315546
466,EEG_Z39M69N100,10,2,70:30,SVM,2,0.55,0.15811388300841897
467,EEG_Z39M69N100,10,2,70:30,SVM,3,0.375,0.21245914639969937
468,EEG_Z39M69N100,10,4,LOO,RFR,2,0.4375,0.51234753829798
469,EEG_Z39M69N100,10,4,LOO,RFR,3,0.3125,0.47871355387816905
470,EEG_Z39M69N100,10,4,LOO,MLR,2,0.625,0.5
471,EEG_Z39M69N100,10,4,LOO,MLR,3,0.375,0.5
472,EEG_Z39M69N100,10,4,LOO,SVM,2,0.4375,0.51234753829798
473,EEG_Z39M69N100,10,4,LOO,SVM,3,0.375,0.5
474,EEG_Z39M69N100,10,4,80:20,RFR,2,0.5,0.23570226039551584
475,EEG_Z39M69N100,10,4,80:20,RFR,3,0.3333333333333333,0.2222222222222222
476,EEG_Z39M69N100,10,4,80:20,MLR,2,0.6333333333333333,0.2459549291242073
477,EEG_Z39M69N100,10,4,80:20,MLR,3,0.36666666666666664,0.24595492912420727
478,EEG_Z39M69N100,10,4,80:20,SVM,2,0.4333333333333333,0.31622776601683794
479,EEG_Z39M69N100,10,4,80:20,SVM,3,0.3333333333333333,0.2721655269759087
480,EEG_Z39M69N100,10,4,70:30,RFR,2,0.5,0.28867513459481287
481,EEG_Z39M69N100,10,4,70:30,RFR,3,0.375,0.21245914639969937
482,EEG_Z39M69N100,10,4,70:30,MLR,2,0.75,0.11785113019775792
483,EEG_Z39M69N100,10,4,70:30,MLR,3,0.475,0.18446619684315546
484,EEG_Z39M69N100,10,4,70:30,SVM,2,0.525,0.21889875894272828
485,EEG_Z39M69N100,10,4,70:30,SVM,3,0.45,0.25819888974716115
486,EEG_Z39M69N100,10,6,LOO,RFR,2,0.375,0.5
487,EEG_Z39M69N100,10,6,LOO,RFR,3,0.25,0.4472135954999579
488,EEG_Z39M69N100,10,6,LOO,MLR,2,0.625,0.5
489,EEG_Z39M69N100,10,6,LOO,MLR,3,0.375,0.5
490,EEG_Z39M69N100,10,6,LOO,SVM,2,0.5,0.5163977794943222
491,EEG_Z39M69N100,10,6,LOO,SVM,3,0.4375,0.51234753829798
492,EEG_Z39M69N100,10,6,80:20,RFR,2,0.5666666666666667,0.2744242007828549
493,EEG_Z39M69N100,10,6,80:20,RFR,3,0.39999999999999997,0.2629368792488718
494,EEG_Z39M69N100,10,6,80:20,MLR,2,0.6333333333333333,0.2459549291242073
495,EEG_Z39M69N100,10,6,80:20,MLR,3,0.36666666666666664,0.24595492912420727
496,EEG_Z39M69N100,10,6,80:20,SVM,2,0.4333333333333333,0.27442420078285484
497,EEG_Z39M69N100,10,6,80:20,SVM,3,0.3333333333333333,0.2721655269759087
498,EEG_Z39M69N100,10,6,70:30,RFR,2,0.475,0.21889875894272828
499,EEG_Z39M69N100,10,6,70:30,RFR,3,0.3,0.15811388300841897
500,EEG_Z39M69N100,10,6,70:30,MLR,2,0.75,0.11785113019775792
501,EEG_Z39M69N100,10,6,70:30,MLR,3,0.475,0.18446619684315546
502,EEG_Z39M69N100,10,6,70:30,SVM,2,0.5,0.16666666666666666
503,EEG_Z39M69N100,10,6,70:30,SVM,3,0.425,0.20581815058714115
504,EEG_Z39M69N100,10,8,LOO,RFR,2,0.5625,0.51234753829798
505,EEG_Z39M69N100,10,8,LOO,RFR,3,0.375,0.5
506,EEG_Z39M69N100,10,8,LOO,MLR,2,0.625,0.5
507,EEG_Z39M69N100,10,8,LOO,MLR,3,0.375,0.5
508,EEG_Z39M69N100,10,8,LOO,SVM,2,0.375,0.5
509,EEG_Z39M69N100,10,8,LOO,SVM,3,0.25,0.4472135954999579
510,EEG_Z39M69N100,10,8,80:20,RFR,2,0.5666666666666667,0.2249828525701843
511,EEG_Z39M69N100,10,8,80:20,RFR,3,0.39999999999999997,0.2629368792488718
512,EEG_Z39M69N100,10,8,80:20,MLR,2,0.6333333333333333,0.2459549291242073
513,EEG_Z39M69N100,10,8,80:20,MLR,3,0.36666666666666664,0.24595492912420727
514,EEG_Z39M69N100,10,8,80:20,SVM,2,0.3333333333333333,0.2721655269759087
515,EEG_Z39M69N100,10,8,80:20,SVM,3,0.2333333333333333,0.2249828525701843
516,EEG_Z39M69N100,10,8,70:30,RFR,2,0.525,0.27512623365365296
517,EEG_Z39M69N100,10,8,70:30,RFR,3,0.375,0.2429563289518875
518,EEG_Z39M69N100,10,8,70:30,MLR,2,0.75,0.11785113019775792
519,EEG_Z39M69N100,10,8,70:30,MLR,3,0.475,0.18446619684315546
520,EEG_Z39M69N100,10,8,70:30,SVM,2,0.4,0.12909944487358055
521,EEG_Z39M69N100,10,8,70:30,SVM,3,0.3,0.19720265943665388
522,EEG_Z39M69N100,10,10,LOO,RFR,2,0.5625,0.51234753829798
523,EEG_Z39M69N100,10,10,LOO,RFR,3,0.375,0.5
524,EEG_Z39M69N100,10,10,LOO,MLR,2,0.5625,0.51234753829798
525,EEG_Z39M69N100,10,10,LOO,MLR,3,0.3125,0.47871355387816905
526,EEG_Z39M69N100,10,10,LOO,SVM,2,0.375,0.5
527,EEG_Z39M69N100,10,10,LOO,SVM,3,0.25,0.4472135954999579
528,EEG_Z39M69N100,10,10,80:20,RFR,2,0.5666666666666667,0.2249828525701843
529,EEG_Z39M69N100,10,10,80:20,RFR,3,0.36666666666666664,0.2918650119236377
530,EEG_Z39M69N100,10,10,80:20,MLR,2,0.6,0.21081851067789195
531,EEG_Z39M69N100,10,10,80:20,MLR,3,0.3333333333333333,0.2222222222222222
532,EEG_Z39M69N100,10,10,80:20,SVM,2,0.3333333333333333,0.15713484026367722
533,EEG_Z39M69N100,10,10,80:20,SVM,3,0.2333333333333333,0.16101529717988264
534,EEG_Z39M69N100,10,10,70:30,RFR,2,0.55,0.3073181485764296
535,EEG_Z39M69N100,10,10,70:30,RFR,3,0.375,0.2946278254943948
536,EEG_Z39M69N100,10,10,70:30,MLR,2,0.75,0.11785113019775792
537,EEG_Z39M69N100,10,10,70:30,MLR,3,0.475,0.18446619684315546
538,EEG_Z39M69N100,10,10,70:30,SVM,2,0.475,0.14191155304938669
539,EEG_Z39M69N100,10,10,70:30,SVM,3,0.375,0.1767766952966369
540,EEG_Z39S69N100,5,2,LOO,RFR,2,0.5625,0.51234753829798
541,EEG_Z39S69N100,5,2,LOO,RFR,3,0.4375,0.51234753829798
542,EEG_Z39S69N100,5,2,LOO,MLR,2,0.625,0.5
543,EEG_Z39S69N100,5,2,LOO,MLR,3,0.375,0.5
544,EEG_Z39S69N100,5,2,LOO,SVM,2,0.375,0.5
545,EEG_Z39S69N100,5,2,LOO,SVM,3,0.25,0.4472135954999579
546,EEG_Z39S69N100,5,2,80:20,RFR,2,0.3333333333333333,0.23570226039551584
547,EEG_Z39S69N100,5,2,80:20,RFR,3,0.26666666666666666,0.2788866755113585
548,EEG_Z39S69N100,5,2,80:20,MLR,2,0.6,0.27888667551135854
549,EEG_Z39S69N100,5,2,80:20,MLR,3,0.26666666666666666,0.2788866755113585
550,EEG_Z39S69N100,5,2,80:20,SVM,2,0.19999999999999998,0.18257418583505536
551,EEG_Z39S69N100,5,2,80:20,SVM,3,0.19999999999999998,0.18257418583505536
552,EEG_Z39S69N100,5,2,70:30,RFR,2,0.75,0.25
553,EEG_Z39S69N100,5,2,70:30,RFR,3,0.6,0.22360679774997896
554,EEG_Z39S69N100,5,2,70:30,MLR,2,0.8,0.11180339887498948
555,EEG_Z39S69N100,5,2,70:30,MLR,3,0.55,0.2091650066335189
556,EEG_Z39S69N100,5,2,70:30,SVM,2,0.45,0.37080992435478316
557,EEG_Z39S69N100,5,2,70:30,SVM,3,0.35,0.2850438562747845
558,EEG_Z39S69N100,5,4,LOO,RFR,2,0.6875,0.47871355387816905
559,EEG_Z39S69N100,5,4,LOO,RFR,3,0.5,0.5163977794943222
560,EEG_Z39S69N100,5,4,LOO,MLR,2,0.625,0.5
561,EEG_Z39S69N100,5,4,LOO,MLR,3,0.375,0.5
562,EEG_Z39S69N100,5,4,LOO,SVM,2,0.625,0.5
563,EEG_Z39S69N100,5,4,LOO,SVM,3,0.5,0.5163977794943222
564,EEG_Z39S69N100,5,4,80:20,RFR,2,0.6,0.14907119849998596
565,EEG_Z39S69N100,5,4,80:20,RFR,3,0.5333333333333333,0.18257418583505536
566,EEG_Z39S69N100,5,4,80:20,MLR,2,0.6,0.27888667551135854
567,EEG_Z39S69N100,5,4,80:20,MLR,3,0.26666666666666666,0.2788866755113585
568,EEG_Z39S69N100,5,4,80:20,SVM,2,0.5333333333333333,0.18257418583505536
569,EEG_Z39S69N100,5,4,80:20,SVM,3,0.5333333333333333,0.18257418583505536
570,EEG_Z39S69N100,5,4,70:30,RFR,2,0.8,0.11180339887498948
571,EEG_Z39S69N100,5,4,70:30,RFR,3,0.55,0.27386127875258304
572,EEG_Z39S69N100,5,4,70:30,MLR,2,0.8,0.11180339887498948
573,EEG_Z39S69N100,5,4,70:30,MLR,3,0.55,0.2091650066335189
574,EEG_Z39S69N100,5,4,70:30,SVM,2,0.7,0.27386127875258304
575,EEG_Z39S69N100,5,4,70:30,SVM,3,0.55,0.2091650066335189
576,EEG_Z39S69N100,5,6,LOO,RFR,2,0.625,0.5
577,EEG_Z39S69N100,5,6,LOO,RFR,3,0.4375,0.51234753829798
578,EEG_Z39S69N100,5,6,LOO,MLR,2,0.625,0.5
579,EEG_Z39S69N100,5,6,LOO,MLR,3,0.375,0.5
580,EEG_Z39S69N100,5,6,LOO,SVM,2,0.625,0.5
581,EEG_Z39S69N100,5,6,LOO,SVM,3,0.5,0.5163977794943222
582,EEG_Z39S69N100,5,6,80:20,RFR,2,0.4666666666666666,0.18257418583505536
583,EEG_Z39S69N100,5,6,80:20,RFR,3,0.39999999999999997,0.2788866755113585
584,EEG_Z39S69N100,5,6,80:20,MLR,2,0.6,0.27888667551135854
585,EEG_Z39S69N100,5,6,80:20,MLR,3,0.26666666666666666,0.2788866755113585
586,EEG_Z39S69N100,5,6,80:20,SVM,2,0.3333333333333333,0.23570226039551584
587,EEG_Z39S69N100,5,6,80:20,SVM,3,0.3333333333333333,0.23570226039551584
588,EEG_Z39S69N100,5,6,70:30,RFR,2,0.75,0.1767766952966369
589,EEG_Z39S69N100,5,6,70:30,RFR,3,0.55,0.27386127875258304
590,EEG_Z39S69N100,5,6,70:30,MLR,2,0.8,0.11180339887498948
591,EEG_Z39S69N100,5,6,70:30,MLR,3,0.55,0.2091650066335189
592,EEG_Z39S69N100,5,6,70:30,SVM,2,0.6,0.22360679774997896
593,EEG_Z39S69N100,5,6,70:30,SVM,3,0.5,0.1767766952966369
594,EEG_Z39S69N100,5,8,LOO,RFR,2,0.6875,0.47871355387816905
595,EEG_Z39S69N100,5,8,LOO,RFR,3,0.5,0.5163977794943222
596,EEG_Z39S69N100,5,8,LOO,MLR,2,0.625,0.5
597,EEG_Z39S69N100,5,8,LOO,MLR,3,0.375,0.5
598,EEG_Z39S69N100,5,8,LOO,SVM,2,0.5625,0.51234753829798
599,EEG_Z39S69N100,5,8,LOO,SVM,3,0.4375,0.51234753829798
600,EEG_Z39S69N100,5,8,80:20,RFR,2,0.4666666666666666,0.18257418583505536
601,EEG_Z39S69N100,5,8,80:20,RFR,3,0.39999999999999997,0.2788866755113585
602,EEG_Z39S69N100,5,8,80:20,MLR,2,0.6,0.27888667551135854
603,EEG_Z39S69N100,5,8,80:20,MLR,3,0.26666666666666666,0.2788866755113585
604,EEG_Z39S69N100,5,8,80:20,SVM,2,0.26666666666666666,0.2788866755113585
605,EEG_Z39S69N100,5,8,80:20,SVM,3,0.26666666666666666,0.2788866755113585
606,EEG_Z39S69N100,5,8,70:30,RFR,2,0.75,0.1767766952966369
607,EEG_Z39S69N100,5,8,70:30,RFR,3,0.55,0.27386127875258304
608,EEG_Z39S69N100,5,8,70:30,MLR,2,0.8,0.11180339887498948
609,EEG_Z39S69N100,5,8,70:30,MLR,3,0.55,0.2091650066335189
610,EEG_Z39S69N100,5,8,70:30,SVM,2,0.6,0.22360679774997896
611,EEG_Z39S69N100,5,8,70:30,SVM,3,0.5,0.1767766952966369
612,EEG_Z39S69N100,5,10,LOO,RFR,2,0.5625,0.51234753829798
613,EEG_Z39S69N100,5,10,LOO,RFR,3,0.375,0.5
614,EEG_Z39S69N100,5,10,LOO,MLR,2,0.625,0.5
615,EEG_Z39S69N100,5,10,LOO,MLR,3,0.375,0.5
616,EEG_Z39S69N100,5,10,LOO,SVM,2,0.625,0.5
617,EEG_Z39S69N100,5,10,LOO,SVM,3,0.5,0.5163977794943222
618,EEG_Z39S69N100,5,10,80:20,RFR,2,0.39999999999999997,0.14907119849998596
619,EEG_Z39S69N100,5,10,80:20,RFR,3,0.26666666666666666,0.2788866755113585
620,EEG_Z39S69N100,5,10,80:20,MLR,2,0.6,0.27888667551135854
621,EEG_Z39S69N100,5,10,80:20,MLR,3,0.26666666666666666,0.2788866755113585
622,EEG_Z39S69N100,5,10,80:20,SVM,2,0.39999999999999997,0.2788866755113585
623,EEG_Z39S69N100,5,10,80:20,SVM,3,0.39999999999999997,0.2788866755113585
624,EEG_Z39S69N100,5,10,70:30,RFR,2,0.85,0.13693063937629152
625,EEG_Z39S69N100,5,10,70:30,RFR,3,0.6,0.13693063937629152
626,EEG_Z39S69N100,5,10,70:30,MLR,2,0.8,0.11180339887498948
627,EEG_Z39S69N100,5,10,70:30,MLR,3,0.55,0.2091650066335189
628,EEG_Z39S69N100,5,10,70:30,SVM,2,0.6,0.2850438562747845
629,EEG_Z39S69N100,5,10,70:30,SVM,3,0.45,0.32596012026013244
630,EEG_Z39S69N100,10,2,LOO,RFR,2,0.5625,0.51234753829798
631,EEG_Z39S69N100,10,2,LOO,RFR,3,0.4375,0.51234753829798
632,EEG_Z39S69N100,10,2,LOO,MLR,2,0.625,0.5
633,EEG_Z39S69N100,10,2,LOO,MLR,3,0.375,0.5
634,EEG_Z39S69N100,10,2,LOO,SVM,2,0.375,0.5
635,EEG_Z39S69N100,10,2,LOO,SVM,3,0.25,0.4472135954999579
636,EEG_Z39S69N100,10,2,80:20,RFR,2,0.5666666666666667,0.31622776601683794
637,EEG_Z39S69N100,10,2,80:20,RFR,3,0.4666666666666667,0.3220305943597653
638,EEG_Z39S69N100,10,2,80:20,MLR,2,0.6333333333333333,0.2459549291242073
639,EEG_Z39S69N100,10,2,80:20,MLR,3,0.36666666666666664,0.24595492912420727
640,EEG_Z39S69N100,10,2,80:20,SVM,2,0.4333333333333333,0.31622776601683794
641,EEG_Z39S69N100,10,2,80:20,SVM,3,0.36666666666666664,0.24595492912420727
642,EEG_Z39S69N100,10,2,70:30,RFR,2,0.625,0.2429563289518875
643,EEG_Z39S69N100,10,2,70:30,RFR,3,0.475,0.24860723150293831
644,EEG_Z39S69N100,10,2,70:30,MLR,2,0.75,0.11785113019775792
645,EEG_Z39S69N100,10,2,70:30,MLR,3,0.475,0.18446619684315546
646,EEG_Z39S69N100,10,2,70:30,SVM,2,0.475,0.2993047499344662
647,EEG_Z39S69N100,10,2,70:30,SVM,3,0.325,0.2898754521821014
648,EEG_Z39S69N100,10,4,LOO,RFR,2,0.6875,0.47871355387816905
