,CSV,N_Fold,N_Feat,Validation,Model,N_Class,Acc_Test,SD_Test
23,EEG_Q39M69N100,5,4,LOO,SVM,3,0.29411764705882354,0.4696682183138621
24,EEG_Q39M69N100,5,4,80:20,RFR,2,0.3333333333333333,0.23570226039551584
25,EEG_Q39M69N100,5,4,80:20,RFR,3,0.19999999999999998,0.18257418583505536
26,EEG_Q39M69N100,5,4,80:20,MLR,2,0.6,0.3651483716701107
27,EEG_Q39M69N100,5,4,80:20,MLR,3,0.19999999999999998,0.29814239699997197
28,EEG_Q39M69N100,5,4,80:20,SVM,2,0.26666666666666666,0.14907119849998596
29,EEG_Q39M69N100,5,4,80:20,SVM,3,0.06666666666666667,0.14907119849998599
30,EEG_Q39M69N100,5,4,70:30,RFR,2,0.4,0.19999999999999998
31,EEG_Q39M69N100,5,4,70:30,RFR,3,0.28,0.17888543819998315
32,EEG_Q39M69N100,5,4,70:30,MLR,2,0.8,0.1414213562373095
33,EEG_Q39M69N100,5,4,70:30,MLR,3,0.52,0.1095445115010332
34,EEG_Q39M69N100,5,4,70:30,SVM,2,0.52,0.1095445115010332
35,EEG_Q39M69N100,5,4,70:30,SVM,3,0.32,0.22803508501982758
36,EEG_Q39M69N100,5,6,LOO,RFR,2,0.5882352941176471,0.5072996561958923
37,EEG_Q39M69N100,5,6,LOO,RFR,3,0.4117647058823529,0.5072996561958923
38,EEG_Q39M69N100,5,6,LOO,MLR,2,0.6470588235294118,0.492592183071889
39,EEG_Q39M69N100,5,6,LOO,MLR,3,0.35294117647058826,0.49259218307188896
40,EEG_Q39M69N100,5,6,LOO,SVM,2,0.5294117647058824,0.5144957554275266
41,EEG_Q39M69N100,5,6,LOO,SVM,3,0.35294117647058826,0.49259218307188896
42,EEG_Q39M69N100,5,6,80:20,RFR,2,0.3333333333333333,0.23570226039551584
43,EEG_Q39M69N100,5,6,80:20,RFR,3,0.19999999999999998,0.18257418583505536
44,EEG_Q39M69N100,5,6,80:20,MLR,2,0.6,0.3651483716701107
45,EEG_Q39M69N100,5,6,80:20,MLR,3,0.19999999999999998,0.29814239699997197
46,EEG_Q39M69N100,5,6,80:20,SVM,2,0.39999999999999997,0.14907119849998596
47,EEG_Q39M69N100,5,6,80:20,SVM,3,0.19999999999999998,0.29814239699997197
48,EEG_Q39M69N100,5,6,70:30,RFR,2,0.56,0.3286335345030997
49,EEG_Q39M69N100,5,6,70:30,RFR,3,0.4,0.24494897427831783
50,EEG_Q39M69N100,5,6,70:30,MLR,2,0.72,0.22803508501982758
51,EEG_Q39M69N100,5,6,70:30,MLR,3,0.52,0.1095445115010332
52,EEG_Q39M69N100,5,6,70:30,SVM,2,0.44,0.08944271909999157
53,EEG_Q39M69N100,5,6,70:30,SVM,3,0.28,0.22803508501982758
54,EEG_Q39M69N100,5,8,LOO,RFR,2,0.4117647058823529,0.5072996561958923
55,EEG_Q39M69N100,5,8,LOO,RFR,3,0.17647058823529413,0.3929526239966879
56,EEG_Q39M69N100,5,8,LOO,MLR,2,0.6470588235294118,0.492592183071889
57,EEG_Q39M69N100,5,8,LOO,MLR,3,0.35294117647058826,0.49259218307188896
58,EEG_Q39M69N100,5,8,LOO,SVM,2,0.4117647058823529,0.5072996561958923
59,EEG_Q39M69N100,5,8,LOO,SVM,3,0.23529411764705882,0.4372373160976031
60,EEG_Q39M69N100,5,8,80:20,RFR,2,0.39999999999999997,0.3651483716701107
61,EEG_Q39M69N100,5,8,80:20,RFR,3,0.06666666666666667,0.14907119849998599
62,EEG_Q39M69N100,5,8,80:20,MLR,2,0.6,0.3651483716701107
63,EEG_Q39M69N100,5,8,80:20,MLR,3,0.19999999999999998,0.29814239699997197
64,EEG_Q39M69N100,5,8,80:20,SVM,2,0.3333333333333333,0.3333333333333333
65,EEG_Q39M69N100,5,8,80:20,SVM,3,0.06666666666666667,0.14907119849998599
66,EEG_Q39M69N100,5,8,70:30,RFR,2,0.52,0.363318042491699
67,EEG_Q39M69N100,5,8,70:30,RFR,3,0.36,0.21908902300206642
68,EEG_Q39M69N100,5,8,70:30,MLR,2,0.72,0.22803508501982758
69,EEG_Q39M69N100,5,8,70:30,MLR,3,0.52,0.1095445115010332
70,EEG_Q39M69N100,5,8,70:30,SVM,2,0.44,0.16733200530681508
71,EEG_Q39M69N100,5,8,70:30,SVM,3,0.32,0.22803508501982758
72,EEG_Q39M69N100,5,10,LOO,RFR,2,0.5294117647058824,0.5144957554275266
73,EEG_Q39M69N100,5,10,LOO,RFR,3,0.29411764705882354,0.4696682183138621
74,EEG_Q39M69N100,5,10,LOO,MLR,2,0.6470588235294118,0.492592183071889
75,EEG_Q39M69N100,5,10,LOO,MLR,3,0.35294117647058826,0.49259218307188896
76,EEG_Q39M69N100,5,10,LOO,SVM,2,0.4117647058823529,0.5072996561958923
77,EEG_Q39M69N100,5,10,LOO,SVM,3,0.23529411764705882,0.4372373160976031
78,EEG_Q39M69N100,5,10,80:20,RFR,2,0.3333333333333333,0.23570226039551584
79,EEG_Q39M69N100,5,10,80:20,RFR,3,0.13333333333333333,0.18257418583505536
80,EEG_Q39M69N100,5,10,80:20,MLR,2,0.6,0.3651483716701107
81,EEG_Q39M69N100,5,10,80:20,MLR,3,0.19999999999999998,0.29814239699997197
82,EEG_Q39M69N100,5,10,80:20,SVM,2,0.3333333333333333,0.3333333333333333
83,EEG_Q39M69N100,5,10,80:20,SVM,3,0.06666666666666667,0.14907119849998599
84,EEG_Q39M69N100,5,10,70:30,RFR,2,0.56,0.260768096208106
85,EEG_Q39M69N100,5,10,70:30,RFR,3,0.4,0.19999999999999998
86,EEG_Q39M69N100,5,10,70:30,MLR,2,0.72,0.22803508501982758
87,EEG_Q39M69N100,5,10,70:30,MLR,3,0.52,0.1095445115010332
88,EEG_Q39M69N100,5,10,70:30,SVM,2,0.56,0.260768096208106
89,EEG_Q39M69N100,5,10,70:30,SVM,3,0.39999999999999997,0.282842712474619
90,EEG_Q39M69N100,10,2,LOO,RFR,2,0.6470588235294118,0.492592183071889
91,EEG_Q39M69N100,10,2,LOO,RFR,3,0.35294117647058826,0.49259218307188896
92,EEG_Q39M69N100,10,2,LOO,MLR,2,0.6470588235294118,0.492592183071889
93,EEG_Q39M69N100,10,2,LOO,MLR,3,0.35294117647058826,0.49259218307188896
94,EEG_Q39M69N100,10,2,LOO,SVM,2,0.5294117647058824,0.5144957554275266
95,EEG_Q39M69N100,10,2,LOO,SVM,3,0.11764705882352941,0.3321055820775357
96,EEG_Q39M69N100,10,2,80:20,RFR,2,0.6333333333333333,0.29186501192363773
97,EEG_Q39M69N100,10,2,80:20,RFR,3,0.3333333333333333,0.2721655269759087
98,EEG_Q39M69N100,10,2,80:20,MLR,2,0.6333333333333333,0.24595492912420727
99,EEG_Q39M69N100,10,2,80:20,MLR,3,0.3333333333333333,0.31426968052735443
100,EEG_Q39M69N100,10,2,80:20,SVM,2,0.5333333333333333,0.2810913475705226
101,EEG_Q39M69N100,10,2,80:20,SVM,3,0.09999999999999999,0.16101529717988264
102,EEG_Q39M69N100,10,2,70:30,RFR,2,0.68,0.16865480854231357
103,EEG_Q39M69N100,10,2,70:30,RFR,3,0.42000000000000004,0.19888578520235062
104,EEG_Q39M69N100,10,2,70:30,MLR,2,0.72,0.16865480854231357
105,EEG_Q39M69N100,10,2,70:30,MLR,3,0.46,0.13498971154211056
106,EEG_Q39M69N100,10,2,70:30,SVM,2,0.52,0.25298221281347033
107,EEG_Q39M69N100,10,2,70:30,SVM,3,0.18000000000000002,0.11352924243950935
108,EEG_Q39M69N100,10,4,LOO,RFR,2,0.4117647058823529,0.5072996561958923
109,EEG_Q39M69N100,10,4,LOO,RFR,3,0.23529411764705882,0.4372373160976031
110,EEG_Q39M69N100,10,4,LOO,MLR,2,0.6470588235294118,0.492592183071889
111,EEG_Q39M69N100,10,4,LOO,MLR,3,0.35294117647058826,0.49259218307188896
112,EEG_Q39M69N100,10,4,LOO,SVM,2,0.47058823529411764,0.5144957554275266
113,EEG_Q39M69N100,10,4,LOO,SVM,3,0.29411764705882354,0.4696682183138621
114,EEG_Q39M69N100,10,4,80:20,RFR,2,0.3333333333333333,0.15713484026367722
115,EEG_Q39M69N100,10,4,80:20,RFR,3,0.2333333333333333,0.16101529717988264
116,EEG_Q39M69N100,10,4,80:20,MLR,2,0.6333333333333333,0.24595492912420727
117,EEG_Q39M69N100,10,4,80:20,MLR,3,0.3333333333333333,0.31426968052735443
118,EEG_Q39M69N100,10,4,80:20,SVM,2,0.3333333333333333,0.15713484026367722
119,EEG_Q39M69N100,10,4,80:20,SVM,3,0.19999999999999998,0.23306863292670035
120,EEG_Q39M69N100,10,4,70:30,RFR,2,0.42000000000000004,0.27406406388125953
121,EEG_Q39M69N100,10,4,70:30,RFR,3,0.32,0.214993539954628
122,EEG_Q39M69N100,10,4,70:30,MLR,2,0.72,0.16865480854231357
123,EEG_Q39M69N100,10,4,70:30,MLR,3,0.46,0.13498971154211056
124,EEG_Q39M69N100,10,4,70:30,SVM,2,0.46,0.13498971154211056
125,EEG_Q39M69N100,10,4,70:30,SVM,3,0.32,0.16865480854231357
126,EEG_Q39M69N100,10,6,LOO,RFR,2,0.5882352941176471,0.5072996561958923
127,EEG_Q39M69N100,10,6,LOO,RFR,3,0.4117647058823529,0.5072996561958923
128,EEG_Q39M69N100,10,6,LOO,MLR,2,0.6470588235294118,0.492592183071889
129,EEG_Q39M69N100,10,6,LOO,MLR,3,0.35294117647058826,0.49259218307188896
130,EEG_Q39M69N100,10,6,LOO,SVM,2,0.5294117647058824,0.5144957554275266
131,EEG_Q39M69N100,10,6,LOO,SVM,3,0.35294117647058826,0.49259218307188896
132,EEG_Q39M69N100,10,6,80:20,RFR,2,0.5,0.23570226039551584
133,EEG_Q39M69N100,10,6,80:20,RFR,3,0.39999999999999997,0.2629368792488718
134,EEG_Q39M69N100,10,6,80:20,MLR,2,0.6333333333333333,0.24595492912420727
135,EEG_Q39M69N100,10,6,80:20,MLR,3,0.3333333333333333,0.31426968052735443
136,EEG_Q39M69N100,10,6,80:20,SVM,2,0.36666666666666664,0.10540925533894598
137,EEG_Q39M69N100,10,6,80:20,SVM,3,0.2333333333333333,0.2249828525701843
138,EEG_Q39M69N100,10,6,70:30,RFR,2,0.46,0.26749870196985176
139,EEG_Q39M69N100,10,6,70:30,RFR,3,0.34,0.18973665961010278
140,EEG_Q39M69N100,10,6,70:30,MLR,2,0.68,0.19321835661585918
141,EEG_Q39M69N100,10,6,70:30,MLR,3,0.46,0.13498971154211056
142,EEG_Q39M69N100,10,6,70:30,SVM,2,0.42000000000000004,0.06324555320336757
143,EEG_Q39M69N100,10,6,70:30,SVM,3,0.3,0.1699673171197595
144,EEG_Q39M69N100,10,8,LOO,RFR,2,0.4117647058823529,0.5072996561958923
145,EEG_Q39M69N100,10,8,LOO,RFR,3,0.17647058823529413,0.3929526239966879
146,EEG_Q39M69N100,10,8,LOO,MLR,2,0.6470588235294118,0.492592183071889
147,EEG_Q39M69N100,10,8,LOO,MLR,3,0.35294117647058826,0.49259218307188896
148,EEG_Q39M69N100,10,8,LOO,SVM,2,0.4117647058823529,0.5072996561958923
149,EEG_Q39M69N100,10,8,LOO,SVM,3,0.23529411764705882,0.4372373160976031
150,EEG_Q39M69N100,10,8,80:20,RFR,2,0.5,0.28327886186626583
151,EEG_Q39M69N100,10,8,80:20,RFR,3,0.26666666666666666,0.3063121944908938
152,EEG_Q39M69N100,10,8,80:20,MLR,2,0.6333333333333333,0.24595492912420727
153,EEG_Q39M69N100,10,8,80:20,MLR,3,0.3333333333333333,0.31426968052735443
154,EEG_Q39M69N100,10,8,80:20,SVM,2,0.36666666666666664,0.2918650119236377
155,EEG_Q39M69N100,10,8,80:20,SVM,3,0.13333333333333333,0.17213259316477408
156,EEG_Q39M69N100,10,8,70:30,RFR,2,0.46,0.26749870196985176
157,EEG_Q39M69N100,10,8,70:30,RFR,3,0.32,0.19321835661585918
158,EEG_Q39M69N100,10,8,70:30,MLR,2,0.68,0.19321835661585918
159,EEG_Q39M69N100,10,8,70:30,MLR,3,0.46,0.13498971154211056
160,EEG_Q39M69N100,10,8,70:30,SVM,2,0.46,0.13498971154211056
161,EEG_Q39M69N100,10,8,70:30,SVM,3,0.28,0.16865480854231354
162,EEG_Q39M69N100,10,10,LOO,RFR,2,0.5294117647058824,0.5144957554275266
163,EEG_Q39M69N100,10,10,LOO,RFR,3,0.29411764705882354,0.4696682183138621
164,EEG_Q39M69N100,10,10,LOO,MLR,2,0.6470588235294118,0.492592183071889
165,EEG_Q39M69N100,10,10,LOO,MLR,3,0.35294117647058826,0.49259218307188896
166,EEG_Q39M69N100,10,10,LOO,SVM,2,0.4117647058823529,0.5072996561958923
167,EEG_Q39M69N100,10,10,LOO,SVM,3,0.23529411764705882,0.4372373160976031
168,EEG_Q39M69N100,10,10,80:20,RFR,2,0.4666666666666667,0.2810913475705226
169,EEG_Q39M69N100,10,10,80:20,RFR,3,0.3333333333333333,0.35136418446315326
170,EEG_Q39M69N100,10,10,80:20,MLR,2,0.6333333333333333,0.24595492912420727
171,EEG_Q39M69N100,10,10,80:20,MLR,3,0.3333333333333333,0.31426968052735443
172,EEG_Q39M69N100,10,10,80:20,SVM,2,0.36666666666666664,0.2918650119236377
173,EEG_Q39M69N100,10,10,80:20,SVM,3,0.16666666666666666,0.23570226039551584
174,EEG_Q39M69N100,10,10,70:30,RFR,2,0.5,0.19436506316151
175,EEG_Q39M69N100,10,10,70:30,RFR,3,0.36,0.1577621275493231
176,EEG_Q39M69N100,10,10,70:30,MLR,2,0.68,0.19321835661585918
177,EEG_Q39M69N100,10,10,70:30,MLR,3,0.46,0.13498971154211056
178,EEG_Q39M69N100,10,10,70:30,SVM,2,0.5,0.21602468994692867
179,EEG_Q39M69N100,10,10,70:30,SVM,3,0.34,0.21186998109427604
180,EEG_Q39S69N100,5,2,LOO,RFR,2,0.5882352941176471,0.5072996561958923
181,EEG_Q39S69N100,5,2,LOO,RFR,3,0.4117647058823529,0.5072996561958923
182,EEG_Q39S69N100,5,2,LOO,MLR,2,0.6470588235294118,0.492592183071889
183,EEG_Q39S69N100,5,2,LOO,MLR,3,0.35294117647058826,0.49259218307188896
184,EEG_Q39S69N100,5,2,LOO,SVM,2,0.47058823529411764,0.5144957554275266
185,EEG_Q39S69N100,5,2,LOO,SVM,3,0.23529411764705882,0.4372373160976031
186,EEG_Q39S69N100,5,2,80:20,RFR,2,0.6666666666666666,0.33333333333333337
187,EEG_Q39S69N100,5,2,80:20,RFR,3,0.39999999999999997,0.14907119849998596
188,EEG_Q39S69N100,5,2,80:20,MLR,2,0.6,0.3651483716701107
189,EEG_Q39S69N100,5,2,80:20,MLR,3,0.19999999999999998,0.29814239699997197
190,EEG_Q39S69N100,5,2,80:20,SVM,2,0.39999999999999997,0.3651483716701107
191,EEG_Q39S69N100,5,2,80:20,SVM,3,0.06666666666666667,0.14907119849998599
192,EEG_Q39S69N100,5,2,70:30,RFR,2,0.6,0.1414213562373095
193,EEG_Q39S69N100,5,2,70:30,RFR,3,0.44,0.16733200530681508
194,EEG_Q39S69N100,5,2,70:30,MLR,2,0.8,0.1414213562373095
195,EEG_Q39S69N100,5,2,70:30,MLR,3,0.52,0.1095445115010332
196,EEG_Q39S69N100,5,2,70:30,SVM,2,0.48000000000000004,0.363318042491699
197,EEG_Q39S69N100,5,2,70:30,SVM,3,0.28,0.22803508501982758
198,EEG_Q39S69N100,5,4,LOO,RFR,2,0.5882352941176471,0.5072996561958923
199,EEG_Q39S69N100,5,4,LOO,RFR,3,0.4117647058823529,0.5072996561958923
200,EEG_Q39S69N100,5,4,LOO,MLR,2,0.6470588235294118,0.492592183071889
201,EEG_Q39S69N100,5,4,LOO,MLR,3,0.35294117647058826,0.49259218307188896
202,EEG_Q39S69N100,5,4,LOO,SVM,2,0.47058823529411764,0.5144957554275266
203,EEG_Q39S69N100,5,4,LOO,SVM,3,0.23529411764705882,0.4372373160976031
204,EEG_Q39S69N100,5,4,80:20,RFR,2,0.6666666666666666,0.33333333333333337
205,EEG_Q39S69N100,5,4,80:20,RFR,3,0.39999999999999997,0.14907119849998596
206,EEG_Q39S69N100,5,4,80:20,MLR,2,0.6,0.3651483716701107
207,EEG_Q39S69N100,5,4,80:20,MLR,3,0.19999999999999998,0.29814239699997197
208,EEG_Q39S69N100,5,4,80:20,SVM,2,0.39999999999999997,0.3651483716701107
209,EEG_Q39S69N100,5,4,80:20,SVM,3,0.06666666666666667,0.14907119849998599
210,EEG_Q39S69N100,5,4,70:30,RFR,2,0.6,0.1414213562373095
211,EEG_Q39S69N100,5,4,70:30,RFR,3,0.44,0.16733200530681508
212,EEG_Q39S69N100,5,4,70:30,MLR,2,0.8,0.1414213562373095
213,EEG_Q39S69N100,5,4,70:30,MLR,3,0.52,0.1095445115010332
214,EEG_Q39S69N100,5,4,70:30,SVM,2,0.48000000000000004,0.363318042491699
215,EEG_Q39S69N100,5,4,70:30,SVM,3,0.28,0.22803508501982758
216,EEG_Q39S69N100,5,6,LOO,RFR,2,0.5294117647058824,0.5144957554275266
217,EEG_Q39S69N100,5,6,LOO,RFR,3,0.29411764705882354,0.4696682183138621
218,EEG_Q39S69N100,5,6,LOO,MLR,2,0.6470588235294118,0.492592183071889
219,EEG_Q39S69N100,5,6,LOO,MLR,3,0.35294117647058826,0.49259218307188896
220,EEG_Q39S69N100,5,6,LOO,SVM,2,0.5294117647058824,0.5144957554275266
221,EEG_Q39S69N100,5,6,LOO,SVM,3,0.29411764705882354,0.4696682183138621
222,EEG_Q39S69N100,5,6,80:20,RFR,2,0.6,0.4346134936801766
223,EEG_Q39S69N100,5,6,80:20,RFR,3,0.26666666666666666,0.14907119849998596
224,EEG_Q39S69N100,5,6,80:20,MLR,2,0.6,0.3651483716701107
225,EEG_Q39S69N100,5,6,80:20,MLR,3,0.19999999999999998,0.29814239699997197
226,EEG_Q39S69N100,5,6,80:20,SVM,2,0.39999999999999997,0.3651483716701107
227,EEG_Q39S69N100,5,6,80:20,SVM,3,0.0,0.0
228,EEG_Q39S69N100,5,6,70:30,RFR,2,0.64,0.16733200530681513
229,EEG_Q39S69N100,5,6,70:30,RFR,3,0.4,0.19999999999999998
230,EEG_Q39S69N100,5,6,70:30,MLR,2,0.8,0.1414213562373095
231,EEG_Q39S69N100,5,6,70:30,MLR,3,0.52,0.1095445115010332
232,EEG_Q39S69N100,5,6,70:30,SVM,2,0.52,0.30331501776206204
233,EEG_Q39S69N100,5,6,70:30,SVM,3,0.28,0.22803508501982758
234,EEG_Q39S69N100,5,8,LOO,RFR,2,0.5294117647058824,0.5144957554275266
235,EEG_Q39S69N100,5,8,LOO,RFR,3,0.29411764705882354,0.4696682183138621
236,EEG_Q39S69N100,5,8,LOO,MLR,2,0.6470588235294118,0.492592183071889
237,EEG_Q39S69N100,5,8,LOO,MLR,3,0.35294117647058826,0.49259218307188896
238,EEG_Q39S69N100,5,8,LOO,SVM,2,0.5294117647058824,0.5144957554275266
239,EEG_Q39S69N100,5,8,LOO,SVM,3,0.29411764705882354,0.4696682183138621
240,EEG_Q39S69N100,5,8,80:20,RFR,2,0.6,0.4346134936801766
241,EEG_Q39S69N100,5,8,80:20,RFR,3,0.26666666666666666,0.14907119849998596
242,EEG_Q39S69N100,5,8,80:20,MLR,2,0.6,0.3651483716701107
243,EEG_Q39S69N100,5,8,80:20,MLR,3,0.19999999999999998,0.29814239699997197
244,EEG_Q39S69N100,5,8,80:20,SVM,2,0.39999999999999997,0.3651483716701107
245,EEG_Q39S69N100,5,8,80:20,SVM,3,0.0,0.0
246,EEG_Q39S69N100,5,8,70:30,RFR,2,0.6,0.2
247,EEG_Q39S69N100,5,8,70:30,RFR,3,0.36,0.2607680962081059
248,EEG_Q39S69N100,5,8,70:30,MLR,2,0.8,0.1414213562373095
249,EEG_Q39S69N100,5,8,70:30,MLR,3,0.52,0.1095445115010332
250,EEG_Q39S69N100,5,8,70:30,SVM,2,0.52,0.30331501776206204
251,EEG_Q39S69N100,5,8,70:30,SVM,3,0.28,0.22803508501982758
252,EEG_Q39S69N100,5,10,LOO,RFR,2,0.5882352941176471,0.5072996561958923
253,EEG_Q39S69N100,5,10,LOO,RFR,3,0.4117647058823529,0.5072996561958923
254,EEG_Q39S69N100,5,10,LOO,MLR,2,0.6470588235294118,0.492592183071889
255,EEG_Q39S69N100,5,10,LOO,MLR,3,0.35294117647058826,0.49259218307188896
256,EEG_Q39S69N100,5,10,LOO,SVM,2,0.5294117647058824,0.5144957554275266
257,EEG_Q39S69N100,5,10,LOO,SVM,3,0.23529411764705882,0.4372373160976031
258,EEG_Q39S69N100,5,10,80:20,RFR,2,0.6,0.36514837167011077
259,EEG_Q39S69N100,5,10,80:20,RFR,3,0.3333333333333333,0.0
260,EEG_Q39S69N100,5,10,80:20,MLR,2,0.6,0.3651483716701107
261,EEG_Q39S69N100,5,10,80:20,MLR,3,0.19999999999999998,0.29814239699997197
262,EEG_Q39S69N100,5,10,80:20,SVM,2,0.39999999999999997,0.3651483716701107
263,EEG_Q39S69N100,5,10,80:20,SVM,3,0.0,0.0
264,EEG_Q39S69N100,5,10,70:30,RFR,2,0.64,0.260768096208106
265,EEG_Q39S69N100,5,10,70:30,RFR,3,0.48,0.30331501776206204
266,EEG_Q39S69N100,5,10,70:30,MLR,2,0.76,0.08944271909999162
267,EEG_Q39S69N100,5,10,70:30,MLR,3,0.48,0.1095445115010332
268,EEG_Q39S69N100,5,10,70:30,SVM,2,0.52,0.30331501776206204
269,EEG_Q39S69N100,5,10,70:30,SVM,3,0.2,0.2449489742783178
270,EEG_Q39S69N100,10,2,LOO,RFR,2,0.5882352941176471,0.5072996561958923
271,EEG_Q39S69N100,10,2,LOO,RFR,3,0.4117647058823529,0.5072996561958923
272,EEG_Q39S69N100,10,2,LOO,MLR,2,0.6470588235294118,0.492592183071889
273,EEG_Q39S69N100,10,2,LOO,MLR,3,0.35294117647058826,0.49259218307188896
274,EEG_Q39S69N100,10,2,LOO,SVM,2,0.47058823529411764,0.5144957554275266
275,EEG_Q39S69N100,10,2,LOO,SVM,3,0.23529411764705882,0.4372373160976031
276,EEG_Q39S69N100,10,2,80:20,RFR,2,0.6333333333333333,0.29186501192363773
277,EEG_Q39S69N100,10,2,80:20,RFR,3,0.4333333333333333,0.16101529717988264
278,EEG_Q39S69N100,10,2,80:20,MLR,2,0.6333333333333333,0.24595492912420727
279,EEG_Q39S69N100,10,2,80:20,MLR,3,0.3333333333333333,0.31426968052735443
280,EEG_Q39S69N100,10,2,80:20,SVM,2,0.5333333333333333,0.2810913475705226
281,EEG_Q39S69N100,10,2,80:20,SVM,3,0.2333333333333333,0.27442420078285484
282,EEG_Q39S69N100,10,2,70:30,RFR,2,0.54,0.13498971154211056
283,EEG_Q39S69N100,10,2,70:30,RFR,3,0.4,0.13333333333333333
284,EEG_Q39S69N100,10,2,70:30,MLR,2,0.72,0.16865480854231357
285,EEG_Q39S69N100,10,2,70:30,MLR,3,0.46,0.13498971154211056
286,EEG_Q39S69N100,10,2,70:30,SVM,2,0.5,0.28674417556808757
287,EEG_Q39S69N100,10,2,70:30,SVM,3,0.28,0.214993539954628
288,EEG_Q39S69N100,10,4,LOO,RFR,2,0.5882352941176471,0.5072996561958923
289,EEG_Q39S69N100,10,4,LOO,RFR,3,0.4117647058823529,0.5072996561958923
290,EEG_Q39S69N100,10,4,LOO,MLR,2,0.6470588235294118,0.492592183071889
291,EEG_Q39S69N100,10,4,LOO,MLR,3,0.35294117647058826,0.49259218307188896
292,EEG_Q39S69N100,10,4,LOO,SVM,2,0.47058823529411764,0.5144957554275266
293,EEG_Q39S69N100,10,4,LOO,SVM,3,0.23529411764705882,0.4372373160976031
294,EEG_Q39S69N100,10,4,80:20,RFR,2,0.6333333333333333,0.29186501192363773
295,EEG_Q39S69N100,10,4,80:20,RFR,3,0.4333333333333333,0.16101529717988264
296,EEG_Q39S69N100,10,4,80:20,MLR,2,0.6333333333333333,0.24595492912420727
297,EEG_Q39S69N100,10,4,80:20,MLR,3,0.3333333333333333,0.31426968052735443
298,EEG_Q39S69N100,10,4,80:20,SVM,2,0.5333333333333333,0.2810913475705226
299,EEG_Q39S69N100,10,4,80:20,SVM,3,0.2333333333333333,0.27442420078285484
300,EEG_Q39S69N100,10,4,70:30,RFR,2,0.54,0.13498971154211056
301,EEG_Q39S69N100,10,4,70:30,RFR,3,0.4,0.13333333333333333
302,EEG_Q39S69N100,10,4,70:30,MLR,2,0.72,0.16865480854231357
303,EEG_Q39S69N100,10,4,70:30,MLR,3,0.46,0.13498971154211056
304,EEG_Q39S69N100,10,4,70:30,SVM,2,0.5,0.28674417556808757
305,EEG_Q39S69N100,10,4,70:30,SVM,3,0.28,0.214993539954628
306,EEG_Q39S69N100,10,6,LOO,RFR,2,0.5294117647058824,0.5144957554275266
307,EEG_Q39S69N100,10,6,LOO,RFR,3,0.29411764705882354,0.4696682183138621
308,EEG_Q39S69N100,10,6,LOO,MLR,2,0.6470588235294118,0.492592183071889
309,EEG_Q39S69N100,10,6,LOO,MLR,3,0.35294117647058826,0.49259218307188896
310,EEG_Q39S69N100,10,6,LOO,SVM,2,0.5294117647058824,0.5144957554275266
311,EEG_Q39S69N100,10,6,LOO,SVM,3,0.29411764705882354,0.4696682183138621
312,EEG_Q39S69N100,10,6,80:20,RFR,2,0.6333333333333333,0.3314763086705844
313,EEG_Q39S69N100,10,6,80:20,RFR,3,0.39999999999999997,0.21081851067789195
314,EEG_Q39S69N100,10,6,80:20,MLR,2,0.6333333333333333,0.24595492912420727
